"","Units","scenario","year","market","value"
"11405","1990$/tC","Impact_70constraint",2005,"ArgentinaCO2",0
"11406","1990$/tC","Impact_70constraint",2005,"ArgentinaCO2_FUG",0
"11407","1990$/tC","Impact_70constraint",2005,"ArgentinaCO2_LUC",0
"11408","1990$/tC","Impact_70constraint",2005,"Australia_NZCO2",0
"11409","1990$/tC","Impact_70constraint",2005,"Australia_NZCO2_FUG",0
"11410","1990$/tC","Impact_70constraint",2005,"Australia_NZCO2_LUC",0
"11411","1990$/tC","Impact_70constraint",2005,"BrazilCO2",0
"11412","1990$/tC","Impact_70constraint",2005,"BrazilCO2_FUG",0
"11413","1990$/tC","Impact_70constraint",2005,"BrazilCO2_LUC",0
"11414","1990$/tC","Impact_70constraint",2005,"CanadaCO2",0
"11415","1990$/tC","Impact_70constraint",2005,"CanadaCO2_FUG",0
"11416","1990$/tC","Impact_70constraint",2005,"CanadaCO2_LUC",0
"11417","1990$/tC","Impact_70constraint",2005,"Central America and CaribbeanCO2",0
"11418","1990$/tC","Impact_70constraint",2005,"Central America and CaribbeanCO2_FUG",0
"11419","1990$/tC","Impact_70constraint",2005,"Central America and CaribbeanCO2_LUC",0
"11420","1990$/tC","Impact_70constraint",2005,"Central AsiaCO2",0
"11421","1990$/tC","Impact_70constraint",2005,"Central AsiaCO2_FUG",0
"11422","1990$/tC","Impact_70constraint",2005,"Central AsiaCO2_LUC",0
"11423","1990$/tC","Impact_70constraint",2005,"ChinaCO2",0
"11424","1990$/tC","Impact_70constraint",2005,"ChinaCO2_FUG",0
"11425","1990$/tC","Impact_70constraint",2005,"ChinaCO2_LUC",0
"11426","1990$/tC","Impact_70constraint",2005,"ColombiaCO2",0
"11427","1990$/tC","Impact_70constraint",2005,"ColombiaCO2_FUG",0
"11428","1990$/tC","Impact_70constraint",2005,"ColombiaCO2_LUC",0
"11429","1990$/tC","Impact_70constraint",2005,"EU-12CO2",0
"11430","1990$/tC","Impact_70constraint",2005,"EU-12CO2_FUG",0
"11431","1990$/tC","Impact_70constraint",2005,"EU-12CO2_LUC",0
"11432","1990$/tC","Impact_70constraint",2005,"EU-15CO2",0
"11433","1990$/tC","Impact_70constraint",2005,"EU-15CO2_FUG",0
"11434","1990$/tC","Impact_70constraint",2005,"EU-15CO2_LUC",0
"11435","1990$/tC","Impact_70constraint",2005,"Europe_EasternCO2",0
"11436","1990$/tC","Impact_70constraint",2005,"Europe_EasternCO2_FUG",0
"11437","1990$/tC","Impact_70constraint",2005,"Europe_EasternCO2_LUC",0
"11438","1990$/tC","Impact_70constraint",2005,"Europe_Non_EUCO2",0
"11439","1990$/tC","Impact_70constraint",2005,"Europe_Non_EUCO2_FUG",0
"11440","1990$/tC","Impact_70constraint",2005,"Europe_Non_EUCO2_LUC",0
"11441","1990$/tC","Impact_70constraint",2005,"European Free Trade AssociationCO2",0
"11442","1990$/tC","Impact_70constraint",2005,"European Free Trade AssociationCO2_FUG",0
"11443","1990$/tC","Impact_70constraint",2005,"European Free Trade AssociationCO2_LUC",0
"11444","1990$/tC","Impact_70constraint",2005,"IndiaCO2",0
"11445","1990$/tC","Impact_70constraint",2005,"IndiaCO2_FUG",0
"11446","1990$/tC","Impact_70constraint",2005,"IndiaCO2_LUC",0
"11447","1990$/tC","Impact_70constraint",2005,"IndonesiaCO2",0
"11448","1990$/tC","Impact_70constraint",2005,"IndonesiaCO2_FUG",0
"11449","1990$/tC","Impact_70constraint",2005,"IndonesiaCO2_LUC",0
"11450","1990$/tC","Impact_70constraint",2005,"JapanCO2",0
"11451","1990$/tC","Impact_70constraint",2005,"JapanCO2_FUG",0
"11452","1990$/tC","Impact_70constraint",2005,"JapanCO2_LUC",0
"11453","1990$/tC","Impact_70constraint",2005,"MexicoCO2",0
"11454","1990$/tC","Impact_70constraint",2005,"MexicoCO2_FUG",0
"11455","1990$/tC","Impact_70constraint",2005,"MexicoCO2_LUC",0
"11456","1990$/tC","Impact_70constraint",2005,"Middle EastCO2",0
"11457","1990$/tC","Impact_70constraint",2005,"Middle EastCO2_FUG",0
"11458","1990$/tC","Impact_70constraint",2005,"Middle EastCO2_LUC",0
"11459","1990$/tC","Impact_70constraint",2005,"PakistanCO2",0
"11460","1990$/tC","Impact_70constraint",2005,"PakistanCO2_FUG",0
"11461","1990$/tC","Impact_70constraint",2005,"PakistanCO2_LUC",0
"11462","1990$/tC","Impact_70constraint",2005,"RussiaCO2",0
"11463","1990$/tC","Impact_70constraint",2005,"RussiaCO2_FUG",0
"11464","1990$/tC","Impact_70constraint",2005,"RussiaCO2_LUC",0
"11465","1990$/tC","Impact_70constraint",2005,"South AfricaCO2",0
"11466","1990$/tC","Impact_70constraint",2005,"South AfricaCO2_FUG",0
"11467","1990$/tC","Impact_70constraint",2005,"South AfricaCO2_LUC",0
"11468","1990$/tC","Impact_70constraint",2005,"South America_NorthernCO2",0
"11469","1990$/tC","Impact_70constraint",2005,"South America_NorthernCO2_FUG",0
"11470","1990$/tC","Impact_70constraint",2005,"South America_NorthernCO2_LUC",0
"11471","1990$/tC","Impact_70constraint",2005,"South America_SouthernCO2",0
"11472","1990$/tC","Impact_70constraint",2005,"South America_SouthernCO2_FUG",0
"11473","1990$/tC","Impact_70constraint",2005,"South America_SouthernCO2_LUC",0
"11474","1990$/tC","Impact_70constraint",2005,"South AsiaCO2",0
"11475","1990$/tC","Impact_70constraint",2005,"South AsiaCO2_FUG",0
"11476","1990$/tC","Impact_70constraint",2005,"South AsiaCO2_LUC",0
"11477","1990$/tC","Impact_70constraint",2005,"South KoreaCO2",0
"11478","1990$/tC","Impact_70constraint",2005,"South KoreaCO2_FUG",0
"11479","1990$/tC","Impact_70constraint",2005,"South KoreaCO2_LUC",0
"11480","1990$/tC","Impact_70constraint",2005,"Southeast AsiaCO2",0
"11481","1990$/tC","Impact_70constraint",2005,"Southeast AsiaCO2_FUG",0
"11482","1990$/tC","Impact_70constraint",2005,"Southeast AsiaCO2_LUC",0
"11483","1990$/tC","Impact_70constraint",2005,"TaiwanCO2",0
"11484","1990$/tC","Impact_70constraint",2005,"TaiwanCO2_FUG",0
"11485","1990$/tC","Impact_70constraint",2005,"TaiwanCO2_LUC",0
"11486","1990$/tC","Impact_70constraint",2005,"USACO2",0
"11487","1990$/tC","Impact_70constraint",2005,"USACO2_FUG",0
"11488","1990$/tC","Impact_70constraint",2005,"USACO2_LUC",0
"11489","1990$/tC","Impact_70constraint",2005,"globalCO2_TOTAL",0
"11490","1990$/tC","Impact_70constraint",2010,"Africa_EasternCO2",0
"11491","1990$/tC","Impact_70constraint",2010,"Africa_EasternCO2_FUG",0
"11492","1990$/tC","Impact_70constraint",2010,"Africa_EasternCO2_LUC",0
"11493","1990$/tC","Impact_70constraint",2010,"Africa_NorthernCO2",0
"11494","1990$/tC","Impact_70constraint",2010,"Africa_NorthernCO2_FUG",0
"11495","1990$/tC","Impact_70constraint",2010,"Africa_NorthernCO2_LUC",0
"11496","1990$/tC","Impact_70constraint",2010,"Africa_SouthernCO2",0
"11497","1990$/tC","Impact_70constraint",2010,"Africa_SouthernCO2_FUG",0
"11498","1990$/tC","Impact_70constraint",2010,"Africa_SouthernCO2_LUC",0
"11499","1990$/tC","Impact_70constraint",2010,"Africa_WesternCO2",0
"11500","1990$/tC","Impact_70constraint",2010,"Africa_WesternCO2_FUG",0
"11501","1990$/tC","Impact_70constraint",2010,"Africa_WesternCO2_LUC",0
"11502","1990$/tC","Impact_70constraint",2010,"ArgentinaCO2",0
"11503","1990$/tC","Impact_70constraint",2010,"ArgentinaCO2_FUG",0
"11504","1990$/tC","Impact_70constraint",2010,"ArgentinaCO2_LUC",0
"11505","1990$/tC","Impact_70constraint",2010,"Australia_NZCO2",0
"11506","1990$/tC","Impact_70constraint",2010,"Australia_NZCO2_FUG",0
"11507","1990$/tC","Impact_70constraint",2010,"Australia_NZCO2_LUC",0
"11508","1990$/tC","Impact_70constraint",2010,"BrazilCO2",0
"11509","1990$/tC","Impact_70constraint",2010,"BrazilCO2_FUG",0
"11510","1990$/tC","Impact_70constraint",2010,"BrazilCO2_LUC",0
"11511","1990$/tC","Impact_70constraint",2010,"CanadaCO2",0
"11512","1990$/tC","Impact_70constraint",2010,"CanadaCO2_FUG",0
"11513","1990$/tC","Impact_70constraint",2010,"CanadaCO2_LUC",0
"11514","1990$/tC","Impact_70constraint",2010,"Central America and CaribbeanCO2",0
"11515","1990$/tC","Impact_70constraint",2010,"Central America and CaribbeanCO2_FUG",0
"11516","1990$/tC","Impact_70constraint",2010,"Central America and CaribbeanCO2_LUC",0
"11517","1990$/tC","Impact_70constraint",2010,"Central AsiaCO2",0
"11518","1990$/tC","Impact_70constraint",2010,"Central AsiaCO2_FUG",0
"11519","1990$/tC","Impact_70constraint",2010,"Central AsiaCO2_LUC",0
"11520","1990$/tC","Impact_70constraint",2010,"ChinaCO2",0
"11521","1990$/tC","Impact_70constraint",2010,"ChinaCO2_FUG",0
"11522","1990$/tC","Impact_70constraint",2010,"ChinaCO2_LUC",0
"11523","1990$/tC","Impact_70constraint",2010,"ColombiaCO2",0
"11524","1990$/tC","Impact_70constraint",2010,"ColombiaCO2_FUG",0
"11525","1990$/tC","Impact_70constraint",2010,"ColombiaCO2_LUC",0
"11526","1990$/tC","Impact_70constraint",2010,"EU-12CO2",0
"11527","1990$/tC","Impact_70constraint",2010,"EU-12CO2_FUG",0
"11528","1990$/tC","Impact_70constraint",2010,"EU-12CO2_LUC",0
"11529","1990$/tC","Impact_70constraint",2010,"EU-15CO2",0
"11530","1990$/tC","Impact_70constraint",2010,"EU-15CO2_FUG",0
"11531","1990$/tC","Impact_70constraint",2010,"EU-15CO2_LUC",0
"11532","1990$/tC","Impact_70constraint",2010,"Europe_EasternCO2",0
"11533","1990$/tC","Impact_70constraint",2010,"Europe_EasternCO2_FUG",0
"11534","1990$/tC","Impact_70constraint",2010,"Europe_EasternCO2_LUC",0
"11535","1990$/tC","Impact_70constraint",2010,"Europe_Non_EUCO2",0
"11536","1990$/tC","Impact_70constraint",2010,"Europe_Non_EUCO2_FUG",0
"11537","1990$/tC","Impact_70constraint",2010,"Europe_Non_EUCO2_LUC",0
"11538","1990$/tC","Impact_70constraint",2010,"European Free Trade AssociationCO2",0
"11539","1990$/tC","Impact_70constraint",2010,"European Free Trade AssociationCO2_FUG",0
"11540","1990$/tC","Impact_70constraint",2010,"European Free Trade AssociationCO2_LUC",0
"11541","1990$/tC","Impact_70constraint",2010,"IndiaCO2",0
"11542","1990$/tC","Impact_70constraint",2010,"IndiaCO2_FUG",0
"11543","1990$/tC","Impact_70constraint",2010,"IndiaCO2_LUC",0
"11544","1990$/tC","Impact_70constraint",2010,"IndonesiaCO2",0
"11545","1990$/tC","Impact_70constraint",2010,"IndonesiaCO2_FUG",0
"11546","1990$/tC","Impact_70constraint",2010,"IndonesiaCO2_LUC",0
"11547","1990$/tC","Impact_70constraint",2010,"JapanCO2",0
"11548","1990$/tC","Impact_70constraint",2010,"JapanCO2_FUG",0
"11549","1990$/tC","Impact_70constraint",2010,"JapanCO2_LUC",0
"11550","1990$/tC","Impact_70constraint",2010,"MexicoCO2",0
"11551","1990$/tC","Impact_70constraint",2010,"MexicoCO2_FUG",0
"11552","1990$/tC","Impact_70constraint",2010,"MexicoCO2_LUC",0
"11553","1990$/tC","Impact_70constraint",2010,"Middle EastCO2",0
"11554","1990$/tC","Impact_70constraint",2010,"Middle EastCO2_FUG",0
"11555","1990$/tC","Impact_70constraint",2010,"Middle EastCO2_LUC",0
"11556","1990$/tC","Impact_70constraint",2010,"PakistanCO2",0
"11557","1990$/tC","Impact_70constraint",2010,"PakistanCO2_FUG",0
"11558","1990$/tC","Impact_70constraint",2010,"PakistanCO2_LUC",0
"11559","1990$/tC","Impact_70constraint",2010,"RussiaCO2",0
"11560","1990$/tC","Impact_70constraint",2010,"RussiaCO2_FUG",0
"11561","1990$/tC","Impact_70constraint",2010,"RussiaCO2_LUC",0
"11562","1990$/tC","Impact_70constraint",2010,"South AfricaCO2",0
"11563","1990$/tC","Impact_70constraint",2010,"South AfricaCO2_FUG",0
"11564","1990$/tC","Impact_70constraint",2010,"South AfricaCO2_LUC",0
"11565","1990$/tC","Impact_70constraint",2010,"South America_NorthernCO2",0
"11566","1990$/tC","Impact_70constraint",2010,"South America_NorthernCO2_FUG",0
"11567","1990$/tC","Impact_70constraint",2010,"South America_NorthernCO2_LUC",0
"11568","1990$/tC","Impact_70constraint",2010,"South America_SouthernCO2",0
"11569","1990$/tC","Impact_70constraint",2010,"South America_SouthernCO2_FUG",0
"11570","1990$/tC","Impact_70constraint",2010,"South America_SouthernCO2_LUC",0
"11571","1990$/tC","Impact_70constraint",2010,"South AsiaCO2",0
"11572","1990$/tC","Impact_70constraint",2010,"South AsiaCO2_FUG",0
"11573","1990$/tC","Impact_70constraint",2010,"South AsiaCO2_LUC",0
"11574","1990$/tC","Impact_70constraint",2010,"South KoreaCO2",0
"11575","1990$/tC","Impact_70constraint",2010,"South KoreaCO2_FUG",0
"11576","1990$/tC","Impact_70constraint",2010,"South KoreaCO2_LUC",0
"11577","1990$/tC","Impact_70constraint",2010,"Southeast AsiaCO2",0
"11578","1990$/tC","Impact_70constraint",2010,"Southeast AsiaCO2_FUG",0
"11579","1990$/tC","Impact_70constraint",2010,"Southeast AsiaCO2_LUC",0
"11580","1990$/tC","Impact_70constraint",2010,"TaiwanCO2",0
"11581","1990$/tC","Impact_70constraint",2010,"TaiwanCO2_FUG",0
"11582","1990$/tC","Impact_70constraint",2010,"TaiwanCO2_LUC",0
"11583","1990$/tC","Impact_70constraint",2010,"USACO2",0
"11584","1990$/tC","Impact_70constraint",2010,"USACO2_FUG",0
"11585","1990$/tC","Impact_70constraint",2010,"USACO2_LUC",0
"11586","1990$/tC","Impact_70constraint",2010,"globalCO2_TOTAL",0
"11587","1990$/tC","Impact_70constraint",2015,"Africa_EasternCO2",0
"11588","1990$/tC","Impact_70constraint",2015,"Africa_EasternCO2_FUG",0
"11589","1990$/tC","Impact_70constraint",2015,"Africa_EasternCO2_LUC",0
"11590","1990$/tC","Impact_70constraint",2015,"Africa_NorthernCO2",0
"11591","1990$/tC","Impact_70constraint",2015,"Africa_NorthernCO2_FUG",0
"11592","1990$/tC","Impact_70constraint",2015,"Africa_NorthernCO2_LUC",0
"11593","1990$/tC","Impact_70constraint",2015,"Africa_SouthernCO2",0
"11594","1990$/tC","Impact_70constraint",2015,"Africa_SouthernCO2_FUG",0
"11595","1990$/tC","Impact_70constraint",2015,"Africa_SouthernCO2_LUC",0
"11596","1990$/tC","Impact_70constraint",2015,"Africa_WesternCO2",0
"11597","1990$/tC","Impact_70constraint",2015,"Africa_WesternCO2_FUG",0
"11598","1990$/tC","Impact_70constraint",2015,"Africa_WesternCO2_LUC",0
"11599","1990$/tC","Impact_70constraint",2015,"ArgentinaCO2",0
"11600","1990$/tC","Impact_70constraint",2015,"ArgentinaCO2_FUG",0
"11601","1990$/tC","Impact_70constraint",2015,"ArgentinaCO2_LUC",0
"11602","1990$/tC","Impact_70constraint",2015,"Australia_NZCO2",0
"11603","1990$/tC","Impact_70constraint",2015,"Australia_NZCO2_FUG",0
"11604","1990$/tC","Impact_70constraint",2015,"Australia_NZCO2_LUC",0
"11605","1990$/tC","Impact_70constraint",2015,"BrazilCO2",0
"11606","1990$/tC","Impact_70constraint",2015,"BrazilCO2_FUG",0
"11607","1990$/tC","Impact_70constraint",2015,"BrazilCO2_LUC",0
"11608","1990$/tC","Impact_70constraint",2015,"CanadaCO2",0
"11609","1990$/tC","Impact_70constraint",2015,"CanadaCO2_FUG",0
"11610","1990$/tC","Impact_70constraint",2015,"CanadaCO2_LUC",0
"11611","1990$/tC","Impact_70constraint",2015,"Central America and CaribbeanCO2",0
"11612","1990$/tC","Impact_70constraint",2015,"Central America and CaribbeanCO2_FUG",0
"11613","1990$/tC","Impact_70constraint",2015,"Central America and CaribbeanCO2_LUC",0
"11614","1990$/tC","Impact_70constraint",2015,"Central AsiaCO2",0
"11615","1990$/tC","Impact_70constraint",2015,"Central AsiaCO2_FUG",0
"11616","1990$/tC","Impact_70constraint",2015,"Central AsiaCO2_LUC",0
"11617","1990$/tC","Impact_70constraint",2015,"ChinaCO2",0
"11618","1990$/tC","Impact_70constraint",2015,"ChinaCO2_FUG",0
"11619","1990$/tC","Impact_70constraint",2015,"ChinaCO2_LUC",0
"11620","1990$/tC","Impact_70constraint",2015,"ColombiaCO2",0
"11621","1990$/tC","Impact_70constraint",2015,"ColombiaCO2_FUG",0
"11622","1990$/tC","Impact_70constraint",2015,"ColombiaCO2_LUC",0
"11623","1990$/tC","Impact_70constraint",2015,"EU-12CO2",0
"11624","1990$/tC","Impact_70constraint",2015,"EU-12CO2_FUG",0
"11625","1990$/tC","Impact_70constraint",2015,"EU-12CO2_LUC",0
"11626","1990$/tC","Impact_70constraint",2015,"EU-15CO2",0
"11627","1990$/tC","Impact_70constraint",2015,"EU-15CO2_FUG",0
"11628","1990$/tC","Impact_70constraint",2015,"EU-15CO2_LUC",0
"11629","1990$/tC","Impact_70constraint",2015,"Europe_EasternCO2",0
"11630","1990$/tC","Impact_70constraint",2015,"Europe_EasternCO2_FUG",0
"11631","1990$/tC","Impact_70constraint",2015,"Europe_EasternCO2_LUC",0
"11632","1990$/tC","Impact_70constraint",2015,"Europe_Non_EUCO2",0
"11633","1990$/tC","Impact_70constraint",2015,"Europe_Non_EUCO2_FUG",0
"11634","1990$/tC","Impact_70constraint",2015,"Europe_Non_EUCO2_LUC",0
"11635","1990$/tC","Impact_70constraint",2015,"European Free Trade AssociationCO2",0
"11636","1990$/tC","Impact_70constraint",2015,"European Free Trade AssociationCO2_FUG",0
"11637","1990$/tC","Impact_70constraint",2015,"European Free Trade AssociationCO2_LUC",0
"11638","1990$/tC","Impact_70constraint",2015,"IndiaCO2",0
"11639","1990$/tC","Impact_70constraint",2015,"IndiaCO2_FUG",0
"11640","1990$/tC","Impact_70constraint",2015,"IndiaCO2_LUC",0
"11641","1990$/tC","Impact_70constraint",2015,"IndonesiaCO2",0
"11642","1990$/tC","Impact_70constraint",2015,"IndonesiaCO2_FUG",0
"11643","1990$/tC","Impact_70constraint",2015,"IndonesiaCO2_LUC",0
"11644","1990$/tC","Impact_70constraint",2015,"JapanCO2",0
"11645","1990$/tC","Impact_70constraint",2015,"JapanCO2_FUG",0
"11646","1990$/tC","Impact_70constraint",2015,"JapanCO2_LUC",0
"11647","1990$/tC","Impact_70constraint",2015,"MexicoCO2",0
"11648","1990$/tC","Impact_70constraint",2015,"MexicoCO2_FUG",0
"11649","1990$/tC","Impact_70constraint",2015,"MexicoCO2_LUC",0
"11650","1990$/tC","Impact_70constraint",2015,"Middle EastCO2",0
"11651","1990$/tC","Impact_70constraint",2015,"Middle EastCO2_FUG",0
"11652","1990$/tC","Impact_70constraint",2015,"Middle EastCO2_LUC",0
"11653","1990$/tC","Impact_70constraint",2015,"PakistanCO2",0
"11654","1990$/tC","Impact_70constraint",2015,"PakistanCO2_FUG",0
"11655","1990$/tC","Impact_70constraint",2015,"PakistanCO2_LUC",0
"11656","1990$/tC","Impact_70constraint",2015,"RussiaCO2",0
"11657","1990$/tC","Impact_70constraint",2015,"RussiaCO2_FUG",0
"11658","1990$/tC","Impact_70constraint",2015,"RussiaCO2_LUC",0
"11659","1990$/tC","Impact_70constraint",2015,"South AfricaCO2",0
"11660","1990$/tC","Impact_70constraint",2015,"South AfricaCO2_FUG",0
"11661","1990$/tC","Impact_70constraint",2015,"South AfricaCO2_LUC",0
"11662","1990$/tC","Impact_70constraint",2015,"South America_NorthernCO2",0
"11663","1990$/tC","Impact_70constraint",2015,"South America_NorthernCO2_FUG",0
"11664","1990$/tC","Impact_70constraint",2015,"South America_NorthernCO2_LUC",0
"11665","1990$/tC","Impact_70constraint",2015,"South America_SouthernCO2",0
"11666","1990$/tC","Impact_70constraint",2015,"South America_SouthernCO2_FUG",0
"11667","1990$/tC","Impact_70constraint",2015,"South America_SouthernCO2_LUC",0
"11668","1990$/tC","Impact_70constraint",2015,"South AsiaCO2",0
"11669","1990$/tC","Impact_70constraint",2015,"South AsiaCO2_FUG",0
"11670","1990$/tC","Impact_70constraint",2015,"South AsiaCO2_LUC",0
"11671","1990$/tC","Impact_70constraint",2015,"South KoreaCO2",0
"11672","1990$/tC","Impact_70constraint",2015,"South KoreaCO2_FUG",0
"11673","1990$/tC","Impact_70constraint",2015,"South KoreaCO2_LUC",0
"11674","1990$/tC","Impact_70constraint",2015,"Southeast AsiaCO2",0
"11675","1990$/tC","Impact_70constraint",2015,"Southeast AsiaCO2_FUG",0
"11676","1990$/tC","Impact_70constraint",2015,"Southeast AsiaCO2_LUC",0
"11677","1990$/tC","Impact_70constraint",2015,"TaiwanCO2",0
"11678","1990$/tC","Impact_70constraint",2015,"TaiwanCO2_FUG",0
"11679","1990$/tC","Impact_70constraint",2015,"TaiwanCO2_LUC",0
"11680","1990$/tC","Impact_70constraint",2015,"USACO2",0
"11681","1990$/tC","Impact_70constraint",2015,"USACO2_FUG",0
"11682","1990$/tC","Impact_70constraint",2015,"USACO2_LUC",0
"11683","1990$/tC","Impact_70constraint",2015,"globalCO2_TOTAL",0
"11684","1990$/tC","Impact_70constraint",2020,"Africa_EasternCO2",0
"11685","1990$/tC","Impact_70constraint",2020,"Africa_EasternCO2_FUG",0
"11686","1990$/tC","Impact_70constraint",2020,"Africa_EasternCO2_LUC",0
"11687","1990$/tC","Impact_70constraint",2020,"Africa_NorthernCO2",0
"11688","1990$/tC","Impact_70constraint",2020,"Africa_NorthernCO2_FUG",0
"11689","1990$/tC","Impact_70constraint",2020,"Africa_NorthernCO2_LUC",0
"11690","1990$/tC","Impact_70constraint",2020,"Africa_SouthernCO2",0
"11691","1990$/tC","Impact_70constraint",2020,"Africa_SouthernCO2_FUG",0
"11692","1990$/tC","Impact_70constraint",2020,"Africa_SouthernCO2_LUC",0
"11693","1990$/tC","Impact_70constraint",2020,"Africa_WesternCO2",0
"11694","1990$/tC","Impact_70constraint",2020,"Africa_WesternCO2_FUG",0
"11695","1990$/tC","Impact_70constraint",2020,"Africa_WesternCO2_LUC",0
"11696","1990$/tC","Impact_70constraint",2020,"ArgentinaCO2",0
"11697","1990$/tC","Impact_70constraint",2020,"ArgentinaCO2_FUG",0
"11698","1990$/tC","Impact_70constraint",2020,"ArgentinaCO2_LUC",0
"11699","1990$/tC","Impact_70constraint",2020,"Australia_NZCO2",0
"11700","1990$/tC","Impact_70constraint",2020,"Australia_NZCO2_FUG",0
"11701","1990$/tC","Impact_70constraint",2020,"Australia_NZCO2_LUC",0
"11702","1990$/tC","Impact_70constraint",2020,"BrazilCO2",0
"11703","1990$/tC","Impact_70constraint",2020,"BrazilCO2_FUG",0
"11704","1990$/tC","Impact_70constraint",2020,"BrazilCO2_LUC",0
"11705","1990$/tC","Impact_70constraint",2020,"CanadaCO2",0
"11706","1990$/tC","Impact_70constraint",2020,"CanadaCO2_FUG",0
"11707","1990$/tC","Impact_70constraint",2020,"CanadaCO2_LUC",0
"11708","1990$/tC","Impact_70constraint",2020,"Central America and CaribbeanCO2",0
"11709","1990$/tC","Impact_70constraint",2020,"Central America and CaribbeanCO2_FUG",0
"11710","1990$/tC","Impact_70constraint",2020,"Central America and CaribbeanCO2_LUC",0
"11711","1990$/tC","Impact_70constraint",2020,"Central AsiaCO2",0
"11712","1990$/tC","Impact_70constraint",2020,"Central AsiaCO2_FUG",0
"11713","1990$/tC","Impact_70constraint",2020,"Central AsiaCO2_LUC",0
"11714","1990$/tC","Impact_70constraint",2020,"ChinaCO2",0
"11715","1990$/tC","Impact_70constraint",2020,"ChinaCO2_FUG",0
"11716","1990$/tC","Impact_70constraint",2020,"ChinaCO2_LUC",0
"11717","1990$/tC","Impact_70constraint",2020,"ColombiaCO2",0
"11718","1990$/tC","Impact_70constraint",2020,"ColombiaCO2_FUG",0
"11719","1990$/tC","Impact_70constraint",2020,"ColombiaCO2_LUC",0
"11720","1990$/tC","Impact_70constraint",2020,"EU-12CO2",0
"11721","1990$/tC","Impact_70constraint",2020,"EU-12CO2_FUG",0
"11722","1990$/tC","Impact_70constraint",2020,"EU-12CO2_LUC",0
"11723","1990$/tC","Impact_70constraint",2020,"EU-15CO2",0
"11724","1990$/tC","Impact_70constraint",2020,"EU-15CO2_FUG",0
"11725","1990$/tC","Impact_70constraint",2020,"EU-15CO2_LUC",0
"11726","1990$/tC","Impact_70constraint",2020,"Europe_EasternCO2",0
"11727","1990$/tC","Impact_70constraint",2020,"Europe_EasternCO2_FUG",0
"11728","1990$/tC","Impact_70constraint",2020,"Europe_EasternCO2_LUC",0
"11729","1990$/tC","Impact_70constraint",2020,"Europe_Non_EUCO2",0
"11730","1990$/tC","Impact_70constraint",2020,"Europe_Non_EUCO2_FUG",0
"11731","1990$/tC","Impact_70constraint",2020,"Europe_Non_EUCO2_LUC",0
"11732","1990$/tC","Impact_70constraint",2020,"European Free Trade AssociationCO2",0
"11733","1990$/tC","Impact_70constraint",2020,"European Free Trade AssociationCO2_FUG",0
"11734","1990$/tC","Impact_70constraint",2020,"European Free Trade AssociationCO2_LUC",0
"11735","1990$/tC","Impact_70constraint",2020,"IndiaCO2",0
"11736","1990$/tC","Impact_70constraint",2020,"IndiaCO2_FUG",0
"11737","1990$/tC","Impact_70constraint",2020,"IndiaCO2_LUC",0
"11738","1990$/tC","Impact_70constraint",2020,"IndonesiaCO2",0
"11739","1990$/tC","Impact_70constraint",2020,"IndonesiaCO2_FUG",0
"11740","1990$/tC","Impact_70constraint",2020,"IndonesiaCO2_LUC",0
"11741","1990$/tC","Impact_70constraint",2020,"JapanCO2",0
"11742","1990$/tC","Impact_70constraint",2020,"JapanCO2_FUG",0
"11743","1990$/tC","Impact_70constraint",2020,"JapanCO2_LUC",0
"11744","1990$/tC","Impact_70constraint",2020,"MexicoCO2",0
"11745","1990$/tC","Impact_70constraint",2020,"MexicoCO2_FUG",0
"11746","1990$/tC","Impact_70constraint",2020,"MexicoCO2_LUC",0
"11747","1990$/tC","Impact_70constraint",2020,"Middle EastCO2",0
"11748","1990$/tC","Impact_70constraint",2020,"Middle EastCO2_FUG",0
"11749","1990$/tC","Impact_70constraint",2020,"Middle EastCO2_LUC",0
"11750","1990$/tC","Impact_70constraint",2020,"PakistanCO2",0
"11751","1990$/tC","Impact_70constraint",2020,"PakistanCO2_FUG",0
"11752","1990$/tC","Impact_70constraint",2020,"PakistanCO2_LUC",0
"11753","1990$/tC","Impact_70constraint",2020,"RussiaCO2",0
"11754","1990$/tC","Impact_70constraint",2020,"RussiaCO2_FUG",0
"11755","1990$/tC","Impact_70constraint",2020,"RussiaCO2_LUC",0
"11756","1990$/tC","Impact_70constraint",2020,"South AfricaCO2",0
"11757","1990$/tC","Impact_70constraint",2020,"South AfricaCO2_FUG",0
"11758","1990$/tC","Impact_70constraint",2020,"South AfricaCO2_LUC",0
"11759","1990$/tC","Impact_70constraint",2020,"South America_NorthernCO2",0
"11760","1990$/tC","Impact_70constraint",2020,"South America_NorthernCO2_FUG",0
"11761","1990$/tC","Impact_70constraint",2020,"South America_NorthernCO2_LUC",0
"11762","1990$/tC","Impact_70constraint",2020,"South America_SouthernCO2",0
"11763","1990$/tC","Impact_70constraint",2020,"South America_SouthernCO2_FUG",0
"11764","1990$/tC","Impact_70constraint",2020,"South America_SouthernCO2_LUC",0
"11765","1990$/tC","Impact_70constraint",2020,"South AsiaCO2",0
"11766","1990$/tC","Impact_70constraint",2020,"South AsiaCO2_FUG",0
"11767","1990$/tC","Impact_70constraint",2020,"South AsiaCO2_LUC",0
"11768","1990$/tC","Impact_70constraint",2020,"South KoreaCO2",0
