GCAMRegion,Country,Country Code,MitigationCost_Efficiency2030 (2022millionUS$),MitigationCost_Efficiency2050 (2022millionUS$),MitigationCost_Efficiency2100 (2022millionUS$),MitigationCost_Equity2030 (2022millionUS$),MitigationCost_Equity2050 (2022millionUS$),MitigationCost_Equity2100 (2022millionUS$),GDP2030 (2022millionUS$),GDP2050 (2022millionUS$),GDP2100 (2022millionUS$),deaths_REF2020,deaths_REF2030,deaths_REF2050,deaths_REF2100,deaths_Efficiency2030,deaths_Efficiency2050,deaths_Efficiency2100,deaths_Equity2030,deaths_Equity2050,deaths_Equity2100,deaths_upper_REF2020,deaths_upper_REF2030,deaths_upper_REF2050,deaths_upper_REF2100,deaths_upper_Efficiency2030,deaths_upper_Efficiency2050,deaths_upper_Efficiency2100,deaths_upper_Equity2030,deaths_upper_Equity2050,deaths_upper_Equity2100,deaths_lower_REF2020,deaths_lower_REF2030,deaths_lower_REF2050,deaths_lower_REF2100,deaths_lower_Efficiency2030,deaths_lower_Efficiency2050,deaths_lower_Efficiency2100,deaths_lower_Equity2030,deaths_lower_Equity2050,deaths_lower_Equity2100,Pop2020(million),Pop2030(million),Pop2050(million),Pop2100(million),Country Income Classification,Country Income Classification.2
Central Asia,Uzbekistan,UZB,823,5042,23245,77,1765,15163,165476,280927,550639,21937,25294,30667,13766,23994,26266,10767,24232,26996,10792,26647,31522,38292,17142,29922,32861,13433,30215,33763,13464,16759,18364,22177,10040,17437,19043,7893,17606,19563,7911,30.163439421637058,32.083900216034046,33.47524693306885,28.603811219342205,Lower_Middle,Middle
China,China,CHN,113389,809043,1855666,40986,859491,1885908,30826286,46528303,54267326,1135698,1147457,1100653,304114,1057401,939794,255478,1060954,912045,246372,1503338,1540812,1495589,422533,1424480,1284508,357143,1429089,1247766,344785,713965,697751,654585,172919,642506,557911,144892,644679,541351,139687,1387.4914209706055,1389.5820014149538,1273.1835665781205,776.5010417742677,Upper_Middle,Middle
Colombia,Colombia,COL,690,10175,95919,118,4585,90920,845909,1511292,4081594,719,1365,1614,662,961,756,2,1099,714,0,922,1783,2127,911,1256,994,3,1436,940,0,515,942,1097,412,665,516,1,759,488,0,52.23309284313654,57.32776862698464,63.90005322201866,61.435866095692866,Upper_Middle,Middle
EU-12,Bulgaria,BGR,237,1884,5497,209,3342,10828,155762,217729,355439,6927,5216,3669,2759,4363,2262,1529,4295,1981,1272,8858,6722,4741,3583,5628,2923,1979,5541,2558,1643,4813,3574,2512,1887,3005,1570,1066,2959,1379,891,7.068283426937911,6.7535966949368,6.308475292812224,5.0616923701549945,High,High
EU-12,Cyprus,CYP,77,610,1780,68,1082,3506,50430,70492,115077,416,432,558,701,374,406,481,384,394,451,538,562,732,954,488,532,657,500,517,616,283,290,371,431,252,272,299,259,264,281,1.247774411888901,1.377404966364366,1.5786693477859495,1.5329233376250588,High,High
Europe_Non_EU,Macedonia,MKD,40,348,1515,21,404,2502,34984,56427,115285,1720,1649,1793,4617,1345,1053,2715,1332,913,2281,2252,2185,2380,6169,1784,1398,3624,1767,1212,3042,1137,1064,1159,2972,873,691,1775,864,601,1499,2.1267409096017884,2.1960535683217772,2.3106937981867426,1.9803749555744135,Upper_Middle,Middle
EU-12,Estonia,EST,99,791,2307,88,1403,4545,65379,91389,149190,546,394,250,128,345,163,59,333,136,48,679,494,313,162,432,203,74,417,170,60,407,289,184,93,253,121,44,245,101,36,1.324625336482361,1.2969635751714323,1.2594064252776465,1.1329069188757348,High,High
EU-12,Hungary,HUN,464,3692,10770,409,6548,21214,305158,426560,696351,8265,6469,4550,2041,5674,2967,1123,5274,2296,815,10551,8356,5881,2678,7338,3841,1471,6825,2972,1066,5748,4407,3113,1366,3874,2049,764,3606,1594,559,9.728885418131842,9.48825979434481,8.899446288838512,6.926242219695677,High,High
EU-12,Latvia,LVA,106,843,2460,93,1495,4845,69691,97416,159030,1402,1123,981,979,996,629,458,954,523,371,1771,1420,1240,1232,1260,794,573,1207,659,464,1008,809,710,716,720,460,341,690,383,277,2.1237831028683822,2.019916125495585,1.8353195084782754,1.3592650511977125,High,High
EU-12,Lithuania,LTU,186,1481,4321,164,2627,8511,122432,171140,279382,1970,1502,1272,867,1321,823,439,1252,652,340,2447,1867,1574,1067,1642,1018,538,1557,805,416,1462,1115,956,660,983,623,339,933,495,263,3.1895578268546765,3.050705621541761,2.712730634789106,2.000222284464608,High,High
EU-12,Malta,MLT,48,383,1117,42,679,2200,31649,44240,72220,139,139,136,114,131,120,98,130,118,97,179,182,177,152,172,156,131,170,153,129,96,92,93,75,87,82,64,86,81,64,0.4331843391487262,0.44438894289040354,0.44307551693234115,0.3724375497230977,High,High
EU-12,Poland,POL,1809,14392,41984,1595,25527,82699,1189598,1662861,2714590,25102,20654,15411,5433,17845,9918,2941,16527,7606,2251,31871,26930,19820,7077,23303,12748,3818,21594,9761,2915,17691,13799,10683,3693,11959,6965,2039,11096,5379,1572,38.40953204757204,37.888693868409874,35.162884108218954,26.22938506665848,High,High
EU-12,Romania,ROU,784,6237,18193,691,11062,35836,515492,720573,1176322,16720,14440,14160,12710,12315,9127,7246,11831,7766,5778,21499,18844,18415,16483,16084,11864,9358,15454,10088,7445,11514,9660,9598,8734,8274,6266,5075,7958,5354,4074,20.765849199529065,19.915203216773964,17.757120180607892,11.32348232815556,High,High
EU-12,Slovenia,SVN,157,1253,3655,139,2222,7199,103553,144750,236301,796,631,511,453,563,351,269,510,253,194,1032,828,668,605,739,457,359,669,330,257,544,422,346,294,378,240,178,344,175,129,2.0940622330633167,2.134662138856113,2.199054459675883,2.1284448660343833,High,High
EU-15,Austria,AUT,316,3529,18399,2756,12406,123338,808536,1085917,2036095,3297,2696,2494,1265,2430,1790,809,2189,1319,666,4182,3407,3143,1633,3070,2250,1040,2764,1654,854,2346,1944,1815,883,1757,1314,573,1587,975,474,8.696135396955631,8.945992516860418,9.213790270468058,8.148361362008977,High,High
EU-15,Belgium,BEL,392,4375,22814,3418,15382,152929,1002516,1346445,2524585,3809,3015,2805,1849,2764,2171,1290,2489,1616,1057,5078,4054,3793,2571,3717,2932,1793,3346,2179,1469,2468,1928,1778,1099,1772,1387,774,1601,1041,637,11.270222362571596,11.775222157535858,12.59558584629016,12.924489520936664,High,High
EU-15,Denmark,DNK,269,2997,15626,2341,10536,104746,686655,922223,1729168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.806201931597108,6.086939581383536,6.573973185442038,7.425535393000472,High,High
EU-15,Finland,FIN,189,2113,11016,1650,7428,73846,484092,650167,1219063,948,803,597,277,657,297,56,630,194,28,1199,1019,742,350,834,368,70,799,240,35,690,580,450,203,477,226,42,457,148,21,5.617040205860715,5.844695797104399,6.1755740537153905,6.82408690696936,High,High
EU-15,France,FRA,1867,20827,108600,16268,73223,727982,4772253,6409449,12017717,12959,10390,10451,13621,9491,7990,9328,8572,5991,8514,16984,13707,13767,18462,12514,10499,12610,11295,7854,11501,8776,6966,7045,8646,6380,5430,5988,5779,4101,5479,66.6091247302599,70.32432008195235,76.5038765235807,82.96966029499754,High,High
EU-15,Germany,DEU,2740,30567,159384,23876,107464,1068406,7003882,9406673,17637513,37443,28845,24374,9225,26110,18371,6332,23603,14197,5784,48312,37248,31366,12194,33706,23592,8347,30458,18192,7619,25811,19980,17061,6130,18139,12977,4262,16446,10103,3904,81.91020284272702,81.35738861852414,78.93224518699435,66.52760504911795,High,High
EU-15,Greece,GRC,146,1633,8516,1276,5742,57086,374227,502611,942397,5812,5672,6598,14245,4671,4091,8360,4578,3632,7472,7551,7415,8701,19373,6102,5378,11337,5979,4770,10124,3969,3833,4393,8922,3177,2767,5322,3115,2465,4772,11.43020339953784,11.37935762895225,11.24847007576387,9.441525931002733,High,High
EU-15,Ireland,IRL,358,3993,20821,3119,14039,139574,914968,1228862,2304116,639,514,607,1234,460,450,796,436,318,610,843,683,811,1698,611,601,1093,579,424,836,429,342,398,763,307,297,497,291,211,382,5.036743464921717,5.513367599768414,6.357959010612016,7.075782283941739,High,High
EU-15,Italy,ITA,1390,15508,80864,12114,54522,542059,3553440,4772503,8948444,24220,20668,21122,30108,18827,16466,21799,17438,13490,19305,31585,26980,27767,40714,24568,21615,29439,22746,17682,26051,16394,14038,14177,19056,12825,11140,13938,11908,9182,12390,61.70174103093428,61.953927715205616,61.47581759235939,51.885154191202886,High,High
EU-15,Luxembourg,LUX,55,612,3189,478,2150,21379,140149,188230,352931,130,109,122,148,100,95,105,90,72,87,172,144,162,199,133,126,141,120,95,116,87,71,81,96,66,64,69,60,48,57,0.5930417404048813,0.6758910158292805,0.8307568224899187,0.9520721649280169,High,High
EU-15,Netherlands,NLD,678,7567,39455,5910,26603,264483,1733804,2328613,4366149,4904,4131,3699,2347,3758,2831,1640,3390,2166,1436,6626,5619,5051,3288,5113,3863,2300,4612,2953,2013,3082,2573,2290,1366,2347,1766,962,2123,1361,844,17.2635759422613,17.884251082670936,18.57511965703697,19.065211138132533,High,High
EU-15,Portugal,PRT,171,1910,9961,1492,6716,66775,437743,587917,1102345,2031,1657,1853,6885,1507,1478,5072,1429,1311,4690,2754,2249,2527,9637,2044,2013,7089,1938,1785,6553,1287,1050,1164,4080,958,934,3027,910,831,2804,10.909987403763743,11.082360814288219,11.30967216237619,10.21679240971964,High,High
EU-15,Spain,ESP,954,10639,55472,8310,37402,371847,2437626,3273891,6138546,8101,6546,7492,18407,5955,5943,13344,5588,5101,12030,10749,8715,10098,25647,7924,7999,18566,7432,6861,16728,5364,4318,4821,11009,3938,3846,8042,3701,3312,7266,48.76902109803652,50.20777957492837,52.76037011158702,47.75890383401593,High,High
EU-15,Sweden,SWE,396,4420,23048,3453,15540,154500,1012816,1360279,2550523,1101,806,656,534,591,188,24,589,19,79,1427,1036,843,701,759,241,31,757,24,103,769,572,467,365,421,135,17,420,13,55,10.185543144583889,10.98627760377085,12.51171590136336,15.133217903192394,High,High
EU-15,United Kingdom,GBR,2075,23150,120710,18083,81388,809160,5304411,7124172,13357822,16460,13514,13903,14545,12046,10310,9722,11038,7490,8042,22170,18262,18932,20359,16269,14017,13594,14901,10166,11236,10524,8622,8736,8577,7709,6528,5785,7079,4776,4803,66.2086047323148,70.03671295134238,76.59151851481694,84.72390449877378,High,High
Europe_Eastern,Belarus,BLR,686,4553,15348,3,1039,10251,125767,203468,426359,9355,7055,3343,152,6266,2304,85,6079,2083,74,11471,8893,4187,191,7908,2890,106,7674,2615,93,7047,5040,2429,111,4485,1684,63,4353,1525,55,9.270486217831818,8.915450097435366,8.205520022550097,6.231701005720185,Upper_Middle,Middle
Europe_Eastern,Moldova,MDA,135,895,3019,1,204,2016,24737,40019,83859,2644,1942,919,42,1731,636,24,1668,581,21,3315,2506,1160,53,2236,804,30,2156,734,27,1909,1323,659,29,1181,459,17,1139,420,15,3.196966589310731,2.84953801047108,2.1812053417181616,1.1064240786692143,Upper_Middle,Middle
Europe_Eastern,Ukraine,UKR,1507,9997,33703,7,2282,22510,276167,446787,936225,46812,33995,20686,5880,29736,14016,3211,30232,13849,3001,57820,42800,25843,7348,37508,17566,4017,38125,17358,3754,34610,24197,14997,4279,21208,10224,2367,21556,10104,2215,42.93916775712572,41.09393931844865,38.882033118113114,32.83594118732277,Upper_Middle,Middle
Europe_Non_EU,Albania,ALB,55,480,2091,30,558,3451,48264,77846,159048,1465,1587,2245,10671,1282,1288,6260,1275,1116,5231,1911,2066,2919,13852,1669,1671,8088,1660,1447,6749,984,1075,1531,7360,873,893,4389,869,776,3684,3.27074211985599,3.300564237943751,3.201494965873663,2.3185198319513614,Upper_Middle,Middle
Europe_Non_EU,Bosnia and Herzegovina,BIH,71,622,2712,38,723,4477,62599,100967,206286,2754,2328,1893,493,1821,933,249,1808,727,184,3549,3056,2462,642,2393,1210,322,2375,942,237,1893,1540,1287,337,1212,647,174,1203,506,129,3.718056034723309,3.632595255773903,3.3012735008665266,2.1937113688857903,Upper_Middle,Middle
Europe_Non_EU,Croatia,HRV,208,1825,7958,113,2122,13136,183696,296289,605347,2253,2064,2364,9501,1677,1301,4864,1562,885,3250,2866,2662,3000,11960,2161,1646,6090,2014,1118,4059,1608,1438,1705,6976,1174,949,3623,1095,649,2433,4.339181368726293,4.259337845352989,4.063290385740581,3.219987602423363,High,High
Europe_Non_EU,Montenegro,MNE,18,158,689,10,184,1137,15895,25637,52380,426,407,433,847,326,238,481,325,204,396,555,540,571,1112,432,313,629,431,268,517,287,264,287,570,213,161,330,212,138,273,0.6516492383238803,0.6693614100924887,0.6883471322300317,0.5752357686437205,Upper_Middle,Middle
Europe_Non_EU,Serbia,SRB,183,1611,7025,100,1874,11598,162178,261582,534437,9062,8331,11023,66277,7254,6557,34999,7036,5253,26690,11678,10947,14328,86078,9542,8516,45271,9257,6815,34448,6215,5479,7471,45321,4787,4512,24424,4647,3636,18759,9.731764648882029,9.73025439963052,9.668840845910971,7.727518368769585,Upper_Middle,Middle
European Free Trade Association,Iceland,ISL,6,149,1245,1004,2385,46432,42017,57766,118899,8,4,4,17,2,0,0,2,0,0,10,6,6,23,3,0,0,3,0,0,6,3,3,11,2,0,0,1,0,0,0.36874457310521064,0.4132128340299178,0.4922654180737569,0.5886829210101876,High,High
European Free Trade Association,Norway,NOR,128,3085,25768,20784,49355,960927,869556,1195508,2460669,534,453,465,369,396,326,214,426,314,289,704,600,614,499,525,431,288,564,415,390,361,303,313,238,266,221,139,285,213,187,5.425887967698,6.003519564317867,7.063307025923137,8.669935829492504,High,High
European Free Trade Association,Switzerland,CHE,176,4248,35485,28622,67967,1323297,1197470,1646339,3388599,2710,2311,2236,1205,2136,1783,907,1957,1463,1152,3489,2984,2890,1610,2757,2301,1210,2525,1884,1539,1875,1600,1549,780,1483,1245,592,1362,1028,746,8.100975262661445,8.519378150434976,9.171718923094462,9.041157277683482,High,High
India,India,IND,46859,365385,2005187,1351,48083,1361425,8946045,20180765,60032000,1443765,1808633,2401386,4240077,1659904,1804773,2972057,1744308,2019641,3154552,1799609,2277728,3072903,5683662,2102430,2351358,4082640,2202271,2615355,4318949,999451,1220263,1557617,2464926,1117365,1161826,1698283,1175596,1302588,1806099,1388.0894570184826,1528.5951937746029,1733.7954781103122,1602.9362278121125,Lower_Middle,Middle
Indonesia,Indonesia,IDN,6140,64188,386812,558,22877,405448,3128877,6509485,15400112,43473,44119,40162,12423,41397,33172,9079,42949,32162,8475,56681,57931,54261,17548,54329,44777,12817,56382,43407,11962,29843,29897,25663,7191,28105,21295,5285,29127,20661,4939,261.7048545758292,277.363847357717,287.5221956741362,227.5176282890115,Upper_Middle,Middle
Japan,Japan,JPN,4738,49117,158583,43383,225732,1027289,10033184,11201501,14309792,52180,48278,38302,23044,44942,33751,22007,44826,30414,17181,70828,65563,52183,31913,61051,45988,30480,60892,41434,23790,32258,29954,23690,13808,27947,20959,13204,27877,18951,10378,124.81254802065365,120.40981332343105,108.60869980126017,74.94134634553204,High,High
Mexico,Mexico,MEX,2361,33245,321713,531,17178,369223,2654042,4393469,11167117,7137,8484,10570,7051,6412,1952,0,5782,975,0,9117,10965,13828,9538,8279,2543,0,7462,1270,0,5118,5952,7254,4534,4516,1359,0,4077,680,0,126.18275401562265,136.74726416228913,148.71903431749942,143.06579872679822,Upper_Middle,Middle
Middle East,Bahrain,BHR,112,1329,9942,36,646,10272,71490,124291,304805,466,773,1621,17617,743,1499,15785,754,1490,15648,563,956,2098,23654,920,1947,21285,935,1935,21106,355,559,1069,10792,538,989,9663,546,983,9578,1.882643419134789,2.3491256269564915,3.207467456434501,3.8477512907804057,High,High
Middle East,Iraq,IRQ,724,8593,64291,233,4174,66425,462282,803713,1970991,13141,14200,24552,76111,13562,22305,64627,13779,22043,63138,16360,17798,30995,97418,17013,28203,82938,17280,27876,81049,9459,10100,17262,52320,9655,15714,44555,9806,15534,43549,40.77230340459097,50.174474162113825,67.7574899784507,88.49413769152687,Upper_Middle,Middle
Middle East,Israel,ISR,1325,15718,117606,427,7636,121509,845638,1470207,3605471,2957,3215,3928,5774,3018,3350,4386,3092,3310,4261,3877,4257,5191,7763,4006,4453,5958,4101,4402,5792,1908,2027,2490,3516,1903,2124,2667,1950,2099,2591,9.236617159172289,11.050261027192512,14.64865751214323,23.143948821035764,High,High
Middle East,Jordan,JOR,123,1457,10899,40,708,11261,78368,136249,334130,1497,1823,3192,9651,1730,2810,7745,1762,2779,7547,1899,2294,4095,12896,2179,3610,10392,2218,3570,10131,1048,1302,2194,6077,1238,1937,4894,1260,1917,4772,7.993064753832059,9.85541379431367,13.253365428355742,15.934880156694287,Lower_Middle,Middle
Middle East,Kuwait,KWT,462,5479,40994,149,2662,42355,294765,512472,1256764,1102,1346,2251,2587,1299,2090,2293,1317,2071,2261,1305,1621,2866,3349,1566,2673,2989,1587,2650,2949,855,1016,1503,1675,980,1394,1480,993,1381,1459,3.5842673931447937,4.386213014095925,5.82026916933596,6.487713858081902,High,High
Middle East,Lebanon,LBN,53,628,4703,17,305,4859,33813,58787,144167,1241,997,682,83,915,552,62,935,540,59,1539,1252,869,107,1149,705,80,1174,690,77,912,715,476,57,657,387,43,671,378,41,4.540407112595819,4.799682351979641,4.972509765321068,4.085662589043379,Lower_Middle,Middle
Middle East,Oman,OMN,290,3443,25761,93,1673,26616,185235,322045,789770,624,709,938,224,680,855,199,694,870,201,755,865,1193,293,829,1088,261,847,1108,263,477,536,654,148,514,597,132,525,607,133,3.3827456484672838,3.9884836588085735,5.011366288831095,5.650806596696961,High,High
Middle East,Qatar,QAT,595,7066,52867,192,3433,54621,380134,660893,1620745,427,694,1210,499,668,1121,450,678,1114,446,509,850,1547,636,818,1436,575,830,1428,570,333,515,822,346,495,761,313,503,757,310,2.5623701516984174,3.044673728296852,3.7973171715500054,3.6060494962204688,High,High
Middle East,Saudi Arabia,SAU,2801,33233,248652,902,16145,256905,1787920,3108437,7622997,9696,12657,18968,30732,12204,17694,27953,12379,17664,27798,11897,15723,24481,40380,15170,22874,36798,15384,22835,36598,7194,9191,12732,20042,8869,11891,18261,8993,11870,18162,34.746409697069865,41.86129985576871,54.41424783416312,62.66354856191135,High,High
Middle East,United Arab Emirates,ARE,1279,15179,113574,412,7374,117343,816645,1419800,3481855,2467,4713,10737,192161,4517,9842,170830,4600,9838,170163,3001,5856,14010,256800,5614,12865,228831,5717,12859,227951,1878,3447,7080,120894,3308,6502,107713,3367,6499,107302,11.04287156136485,13.358531750281477,16.915151159386742,16.326898940467753,High,High
Pakistan,Pakistan,PAK,1577,21813,234423,12,705,63737,566832,1452120,7808864,145274,193020,321494,403643,184042,272200,280064,190641,291823,305723,181201,240483,404231,526887,229628,343941,371649,237613,368072,404483,103074,137581,224334,255750,131261,190353,176783,135904,203845,192960,207.3406365715973,239.68426082135815,292.5767471607474,326.37396956532183,Lower_Middle,Middle
South Africa,South Africa,ZAF,3589,29598,113060,676,14143,114260,862667,1462339,3125763,6627,7139,7195,2354,5564,3251,1005,6181,3426,1009,8746,9494,9570,3281,7387,4298,1396,8211,4531,1402,4437,4705,4747,1407,3695,2189,610,4092,2305,612,54.79699581404258,58.58541839465063,63.044910086328464,58.48354329605735,Upper_Middle,Middle
South America_Northern,Guyana,GUY,981,7507,42577,118,719,11294,168238,288846,700876,46,78,108,66,76,100,58,76,101,59,58,99,140,88,96,130,77,97,131,78,35,56,75,45,55,70,39,55,70,39,0.7742869331401251,0.7822232723380029,0.7322102988354816,0.545719022813834,High,High
South America_Northern,Suriname,SUR,241,1847,10475,29,177,2779,41390,71061,172428,19,30,33,15,29,30,12,29,30,13,25,39,44,21,37,39,17,38,40,18,14,21,22,10,21,20,8,21,20,8,0.5719160926647476,0.6126572577490962,0.6593916360583385,0.6256589499058742,Upper_Middle,Middle
South America_Southern,Bolivia,BOL,91,1326,8909,20,569,9047,81330,143457,356239,571,693,819,428,655,730,345,666,725,335,752,913,1091,594,863,971,479,878,964,465,386,469,542,259,444,484,210,451,481,203,11.339786294448498,12.602925280422292,14.270640427337359,14.467992353026698,Lower_Middle,Middle
South America_Southern,Chile,CHL,622,9099,61138,141,3902,62087,558113,984453,2444635,484,509,499,80,276,0,0,352,0,0,637,677,674,113,367,0,0,468,0,0,330,340,323,48,185,0,0,236,0,0,18.566889664780923,19.685618699914343,20.53431158949062,17.371084702813683,High,High
South America_Southern,Ecuador,ECU,241,3525,23686,54,1512,24053,216222,381394,947094,1079,1227,1541,839,824,554,185,978,454,76,1417,1621,2054,1168,1085,733,256,1289,601,104,732,822,1013,504,558,372,114,659,306,47,16.34729437158475,17.97379884814882,20.089108184346504,19.45192789331816,Upper_Middle,Middle
South America_Southern,Paraguay,PRY,86,1264,8493,20,542,8625,77531,136757,339601,824,979,1230,1087,943,1147,954,952,1143,936,1066,1278,1612,1505,1231,1503,1320,1242,1498,1296,573,669,835,656,645,780,578,651,778,567,7.501793327082398,8.426785748027552,9.756792643370074,9.953518108840317,Upper_Middle,Middle
South America_Southern,Peru,PER,507,7411,49801,115,3179,50574,454622,801905,1991325,987,938,741,35,863,521,0,899,543,0,1323,1260,1007,48,1160,706,0,1208,736,0,644,610,472,22,562,333,0,585,347,0,31.438969186758047,33.04140247974767,33.86233123495731,28.71300970108873,Upper_Middle,Middle
South America_Southern,Uruguay,URY,145,2114,14204,33,907,14425,129668,228721,567970,565,582,605,386,463,408,235,490,392,217,758,785,826,543,623,556,331,660,534,305,368,374,378,225,299,258,138,316,248,128,3.426018950837622,3.4493231055829874,3.332442110672023,2.6299321106402114,High,High
South Asia,Afghanistan,AFG,55,497,5989,1,30,3210,22859,53263,249179,17843,20154,26185,36721,18945,22397,26788,19681,23578,28462,21863,24600,31971,46324,23121,27343,33862,24022,28788,35971,13486,15350,19904,26067,14459,17100,19166,15002,17976,20333,40.60214168465266,51.68935998730572,75.16195756292794,113.08597844427425,Low,Low
South Asia,Bangladesh,BGD,1734,15759,189973,27,966,101826,725085,1689477,7903798,140984,177058,262240,169311,160098,197989,118130,171734,224438,126783,178699,224172,338303,226417,203938,259572,161396,217863,292439,172627,94336,118986,168083,100257,107391,126221,68985,115327,143264,74171,166.2256034540564,181.14581912578723,195.77660502654922,167.4896352094171,Lower_Middle,Middle
South Asia,Bhutan,BTN,11,99,1197,0,6,642,4568,10645,49798,215,277,465,2008,248,343,1218,267,388,1360,279,359,618,2839,322,457,1733,347,517,1934,147,188,299,1117,169,223,682,182,251,760,0.8688618625241028,1.0063986756882979,1.2388129916026362,1.3049247466289011,Lower_Middle,Middle
South Asia,Maldives,MDV,23,211,2548,0,13,1366,9727,22663,106025,47,48,56,27,41,37,18,45,44,19,60,60,73,36,52,49,24,57,57,26,33,34,38,16,30,26,11,32,30,12,0.362328105519282,0.4029551225511632,0.4573884352682634,0.4123278179596086,Upper_Middle,Middle
South Asia,Nepal,NPL,155,1411,17008,2,86,9116,64916,151256,707612,22879,29462,62031,454176,27527,49638,323575,28692,54197,346987,28936,37343,80195,609052,35025,64944,442779,36424,70614,473202,15385,19793,39829,267245,18475,31768,188116,19267,34711,202048,35.755926438585206,41.27241306596905,50.141832695609615,52.40696943006787,Lower_Middle,Middle
South Asia,Sri Lanka,LKA,279,2540,30621,4,156,16413,116873,272318,1273970,6350,6574,5978,2416,5827,4109,1412,6272,4827,1571,8211,8577,7869,3305,7607,5415,1933,8185,6361,2151,4342,4404,3925,1472,3918,2730,874,4208,3190,969,22.438420767131266,23.435678707138866,24.18805009618103,21.044745557715988,Lower_Middle,Middle
Russia,Russia,RUS,15062,88575,410763,6024,88726,436611,3359955,4766406,7851178,92484,79743,62581,35963,75620,54571,27640,75217,52960,26491,115180,102661,79999,46527,97360,69738,35708,96841,67674,34215,68515,55321,44159,24874,52528,38644,19266,52254,37531,18487,141.9685597481434,139.6321968564434,136.714718806135,122.62221216561272,High,High
Southeast Asia,Brunei Darussalam,BRN,42,493,2903,3,98,2372,18262,34474,92516,7,6,4,0,0,0,0,2,0,0,9,8,5,0,0,0,0,3,0,0,5,4,2,0,0,0,0,1,0,0,0.4663677041131151,0.5271638532182285,0.6269465676773198,0.6478551312210994,High,High
Southeast Asia,Cambodia,KHM,75,873,5134,5,174,4196,32301,60975,163635,4527,4772,4636,1419,4542,4157,1291,4594,4161,1285,6099,6437,6313,1992,6129,5668,1816,6200,5674,1808,2807,2963,2825,805,2824,2541,733,2856,2543,730,15.606885619439392,16.65998210132946,17.615270893458533,15.719884626473549,Lower_Middle,Middle
Central America and Caribbean,Saint Lucia,LCA,4,67,586,0,10,461,3994,7406,23732,11,13,18,40,12,17,37,12,17,37,15,17,23,55,16,22,51,16,22,51,8,8,12,25,8,11,23,8,11,23,0.19018135008554465,0.20213908381588375,0.212989450263978,0.1801951176246479,Upper_Middle,Middle
Central America and Caribbean,Saint Vincent and the Grenadines,VCT,2,28,242,0,4,190,1647,3054,9787,10,12,18,26,12,17,25,12,17,24,13,16,24,34,15,23,32,15,23,32,7,8,12,18,8,11,17,8,11,17,0.1100161182787423,0.10974205675070012,0.1041962674758511,0.08148989104277814,Upper_Middle,Middle
EU-12,Slovakia,SVK,304,2420,7058,268,4291,13903,199990,279554,456366,3470,3051,2774,2096,2710,1857,1199,2483,1381,871,4387,3930,3524,2661,3495,2359,1516,3204,1753,1098,2461,2090,1967,1497,1862,1331,872,1709,997,639,5.606795833884531,5.668724634253451,5.529569697078472,4.427167415645295,High,High
South Korea,South Korea,KOR,3407,22468,71396,7612,63801,261196,2817226,3791446,4628826,24982,27287,30061,8518,25328,25782,7241,25014,24349,6773,33076,36375,40418,11732,33920,34980,10060,33525,33132,9439,15348,16546,17938,4850,15310,15293,4098,15113,14419,3827,49.37755505545623,49.66064721980259,46.183250951548665,30.04447259036126,High,High
Southeast Asia,Fiji,FJI,13,147,867,1,29,708,5452,10292,27619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9245805304203966,0.9600682967219781,0.9695054100902581,0.8284975527048829,Upper_Middle,Middle
Southeast Asia,Malaysia,MYS,1035,12037,70821,65,2399,57883,445567,841109,2257237,3917,4697,6092,5937,3857,3547,2677,4246,3630,2516,5101,6238,8236,8327,5115,4782,3745,5635,4894,3520,2701,3115,3892,3495,2570,2292,1599,2823,2345,1504,32.945113544536916,37.16091323731641,43.265018959584005,44.93565215822496,Upper_Middle,Middle
Southeast Asia,Myanmar,MMR,158,1841,10833,10,367,8854,68152,128653,345258,14949,16613,15737,2174,14884,11685,1681,15807,12928,1744,20144,22602,21825,3112,20278,16266,2416,21520,17980,2505,9320,10131,9166,1178,9100,6842,913,9650,7554,947,50.16341547652633,51.09630193967475,48.62827647130029,36.46708403946033,Lower_Middle,Middle
Southeast Asia,Timor Leste,TLS,8,95,558,1,19,456,3508,6623,17774,58,56,37,12,53,33,10,55,32,9,76,73,49,17,70,43,14,72,42,13,39,38,25,7,36,23,6,37,22,5,1.3766484983658607,1.650802983719623,2.0591611164560857,2.608415691288145,Lower_Middle,Middle
Southeast Asia,Papua New Guinea,PNG,80,935,5499,5,186,4495,34598,65312,175275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.239850198243012,9.542603736088942,11.504402312055916,11.917152130245473,Lower_Middle,Middle
Southeast Asia,Philippines,PHL,1028,11949,70299,64,2381,57456,442283,834909,2240599,4265,4428,5622,9485,2199,0,0,3141,0,0,5429,5706,7332,13043,2830,0,0,4044,0,0,3092,3141,3901,5906,1566,0,0,2233,0,0,109.70510970985896,125.35556152157746,149.04005805640716,160.17859244766393,Lower_Middle,Middle
